Material,Texto breve de material,Centro,Almacén,Lote,Unidad medida base,Libre utilización,Valor libre util.,Fecha
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP02,,PZA,10,34.90,04/01/2025
10000146,COMBOS DE SONORA,0R20,AP01,,PZA,9,"2,721.87",04/01/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP09,,ROL,8,"1,132.14",04/01/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP03,,KG,8,492.84,04/01/2025
212626M2,UNIDAD CHULETA AHUMADA KKN 001,0R20,AP07,,BOL,8,"25,188.24",04/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP01,,PZA,6,855.49,04/01/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP01,,TS,6,842.11,04/01/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP02,,TS,6,837.26,04/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP09,,PZA,5,12.19,04/01/2025
212627M2,PEREJIL EN HOJUELA BX 2,0R20,AP03,,KG,5,"1,611.10",04/01/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP02,,ROL,5,"4,559.53",04/01/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP01,,KG,5,301.97,04/01/2025
212093M2,CONDIMENTO PARA HAMBURGUESA,0R20,AP03,,PZA,4,"4,838.88",04/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP08,,PZA,4,9.75,04/01/2025
212097M2,AJO DESIDRATADO GRANULAR FINO,0R20,AP03,,PZA,4,"29,924.00",04/01/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP03,,ROL,3,"3,021.62",04/01/2025
101475,ETIQUETA ROJA 38 X 400 MM IMPRESA,0R20,AP02,,ROL,3,"1,076.25",04/01/2025
10000343,"PAPEL P/HAMBURG. 14 X 14 5 1/2"" CUADRADO",0R20,AP03,,CA,2,"13,291.46",04/01/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP03,,TS,2,244.62,04/01/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP09,,ROL,1,"1,459.09",04/01/2025
212094M2,MARINADOR MEZQUITE,0R20,AP03,,PZA,1,"5,856.78",04/01/2025
212594M2,HUMO LIQUIDO,0R20,AP03,,KG,1,133.53,04/01/2025
101905,HILO GRUESO (45) POLIESTER 54 HEBRAS,0R20,AP07,,CJ,1,"1,561.85",04/01/2025
100748,BOLSA TERMOENCOGIBLE 14X20 TRANSPARENTE,0R20,AP03,,PZA,1,6.31,04/01/2025
212098M2,MARINADOR NATURAL,0R20,AP03,,PZA,1,"1,865.67",04/01/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP05,,ROL,1,840.38,04/01/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP05,,KG,1,54.89,04/01/2025
10000264,BOLSA DE FUELLE 73X80+35/200 NAT,0R20,AP08,,KG,1,45.51,04/01/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP01,,ROL,1,563.54,04/01/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP05,,KG,0,65.61,04/01/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP02,,KG,0,34.17,04/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP08,,PZA,0,17.65,04/01/2025
212233M2,ADITIVO KKN ENHANCE SACO 25 KG,0R20,AP07,,BOL,0,883.16,04/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP07,,PZA,0,11.06,04/01/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP03,,KG,0,2.87,04/01/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP05,,TS,0,1.47,04/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP05,,PZA,0,1.12,04/01/2025
100000,CANASTILLA GIGANTE MEDIANO,0R20,AP01,,PZA,"27,067","2,552,543.80",06/01/2025
100109,SEPARADOR REGULAR SHOLULDER 29.5 X 10,0R20,AP06,,PZA,"15,009","7,721.79",06/01/2025
101855,ETIQUETA ARRACHERA CERDO 150 X 80 MM,0R20,AP03,,PZA,"10,827","15,979.61",06/01/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP02,,PZA,"8,682","32,673.57",06/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP01,,PZA,"7,875","19,200.71",06/01/2025
101636,BOLSA STAND UP LEÑA 180X230+80,0R20,AP03,,PZA,"7,234","19,050.28",06/01/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP03,,PZA,"6,384","25,834.26",06/01/2025
10000301,BOLSA DE 25 X 40/125 NAT BAJA DENCIDAD,0R20,AP01,,PZA,"5,340","2,062.62",06/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP02,,PZA,"5,120","12,483.51",06/01/2025
101641,BOLSA SANTUP LONGANIZANATURAL 200X300+80,0R20,AP03,,PZA,"5,077","13,420.80",06/01/2025
101638,BOLSA STAND UP ADOBO 180X230+80,0R20,AP03,,PZA,"4,672","12,049.01",06/01/2025
101642,BOLSA STAND UP PASTOR 180X230+80,0R20,AP03,,PZA,"4,592","11,379.24",06/01/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP01,,PZA,"4,456","68,469.37",06/01/2025
101635,BOLSA STAND UP YUCATECA 180X230+80,0R20,AP03,,PZA,"4,353","10,729.79",06/01/2025
101892,BOLSA TBG 12X17 CHUL AHUMADA,0R20,AP09,,PZA,"3,733","49,324.84",06/01/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP01,,PZA,"3,570","12,459.30",06/01/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP03,,PZA,"3,547","6,412.55",06/01/2025
101637,BOLSA STANDUP FINASHIERBAS 180X230+80,0R20,AP03,,PZA,"3,290","7,722.66",06/01/2025
100112,SEPARADOR BELLY DE 52.5 X 25.5 CM,0R20,AP06,,PZA,"3,139","6,706.00",06/01/2025
10000145,FONDO KRAFT SONORA,0R20,AP01,,PZA,"3,106","28,002.32",06/01/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP01,,PZA,"2,526","2,072.58",06/01/2025
10000144,TAPA KRAFT SONORA,0R20,AP01,,PZA,"2,495","22,119.67",06/01/2025
101639,BOLSA SANTUP LONGANIZAAHUMADA 200X300+80,0R20,AP03,,PZA,"2,113","5,623.24",06/01/2025
101694,TAPA GPM-006T 1 TINTA BIOPAPEL,0R20,AP01,,PZA,"2,101","38,104.75",06/01/2025
101634,BOLSA STAND UP AJO 180X230+80,0R20,AP03,,PZA,"2,017","4,731.59",06/01/2025
100766,BOLSA STAND UP TOCINO 250X270+140,0R20,AP03,,PZA,"2,012","6,023.88",06/01/2025
100138,FONDO KNT-005F P/REGULAR BELLY,0R20,AP01,,PZA,"1,414","19,049.67",06/01/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP09,,PZA,"1,266","30,019.58",06/01/2025
101692,TAPA GPM-011T2 (N COLLAR) 1 TINTA,0R20,AP06,,PZA,"1,017","11,904.52",06/01/2025
101775,BOLSA Z5CR 11X19 CON IMPRESION ZUBEX,0R20,AP03,,PZA,"1,000","4,939.14",06/01/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP01,,PZA,940,"3,803.92",06/01/2025
100980,BOLSA 10”X14” PCHBIO 250 ZUBEX,0R20,AP03,,PZA,931,"1,906.26",06/01/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP03,,PZA,885,"3,330.58",06/01/2025
100153,PAÑOS DE 75 X 90/150,0R20,AP01,,PZA,845,"1,296.82",06/01/2025
101749,"BOLSA VACIO 8""X17"" C/IMP S/RECTO B2632",0R20,AP09,,PZA,784,"3,126.07",06/01/2025
100140,FONDO KNT-004F P/LOINS 56.8X42.4X11.1CM,0R20,AP06,,PZA,747,"7,808.65",06/01/2025
101751,BOLSA 1.20X60+18/180 NAT TIF 187,0R20,AP03,,PZA,663,"4,226.92",06/01/2025
101591,CHAROLA CARTON CORRUGADO P/MARINADO 6 KG,0R20,AP03,,PZA,524,"5,323.52",06/01/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP01,,PZA,501,"11,879.79",06/01/2025
212223M2,CONDIMENTO MILANESA S KEKEN,0R20,AP03,,KG,447,"50,201.83",06/01/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP03,,PZA,439,"13,181.79",06/01/2025
101599,BOLSA TERMO 8X28 S/IMPRE SELLO CURVO,0R20,AP01,,PZA,429,"2,604.10",06/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP03,,PZA,298,726.58,06/01/2025
100168,"BOLSA C/CUBREHUESO 16""X28"" (100968397)",0R20,AP01,,PZA,289,"7,480.32",06/01/2025
K29026357,SAL FINA PARA MESA,0R20,AP03,,KG,276,"4,302.72",06/01/2025
101760,TAPA EXPO HAN GPM 593X484X110 IRAPUATO,0R20,AP06,,PZA,275,"3,882.70",06/01/2025
100780,BOLSA STAND UP HAMBUR CERDO 250X270+140,0R20,AP03,,PZA,273,758.03,06/01/2025
101719,CHAROLA GPM CONTENEDORA 101023 MAQ,0R20,AP05,,PZA,268,"6,038.49",06/01/2025
10000144,TAPA KRAFT SONORA,0R20,AP03,,PZA,265,"2,349.38",06/01/2025
10000145,FONDO KRAFT SONORA,0R20,AP03,,PZA,265,"2,389.12",06/01/2025
101753,TAPA EXPORT KNT 443X338X167 IRAPUATO,0R20,AP06,,PZA,247,"3,811.22",06/01/2025
100086,PAÑO DE 50 X 70 /250 AZUL,0R20,AP07,,PZA,242,320.21,06/01/2025
101171,ARPILLA 58X61 CM VERDE 40 KG JARETA,0R20,AP01,,PZA,238,"1,773.12",06/01/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP02,,PZA,215,"3,303.62",06/01/2025
100763,BOLSA VACIO 14” X 21” C/IMP CAL.200,0R20,AP09,,PZA,195,"1,256.88",06/01/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP09,,PZA,185,"2,842.65",06/01/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP02,,PZA,178,621.22,06/01/2025
212429M2,CONSERVADOR CITRAL NISSIN,0R20,AP03,,KG,155,"35,443.23",06/01/2025
10000144,TAPA KRAFT SONORA,0R20,AP05,,PZA,150,"1,329.84",06/01/2025
10000145,FONDO KRAFT SONORA,0R20,AP05,,PZA,150,"1,352.33",06/01/2025
100055,PAÑOS DE 1.20 X 1.10/250 NAT R/S 6.25,0R20,AP01,,PZA,149,776.01,06/01/2025
100252,BOLSA P/EMPAQUE AL VACIO 14 x 23 S /IMP,0R20,AP01,,PZA,141,938.37,06/01/2025
212190M2,CONDIMENTO ACHIOTE P/LONGANIZA MA&FB,0R20,AP03,,KG,138,"27,033.21",06/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP05,,PZA,136,331.59,06/01/2025
212632M2,VINAGRE BLANCO,0R20,AP03,,L,127,"1,968.68",06/01/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP03,,PZA,127,"1,951.44",06/01/2025
10000144,TAPA KRAFT SONORA,0R20,AP02,,PZA,107,948.62,06/01/2025
10000145,FONDO KRAFT SONORA,0R20,AP02,,PZA,107,964.66,06/01/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP07,,PZA,102,"3,060.00",06/01/2025
212176M2,CONDIMENTO ADOBO P/MILANESA KEKEN,0R20,AP03,,KG,86,"13,323.83",06/01/2025
212162M2,CONDIMENTO SAZONADOR MARINADO Nº3 F/H,0R20,AP03,,KG,79,"8,220.45",06/01/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP03,,PZA,76,265.24,06/01/2025
101800,TAPA EXPO KNT 418 X 286 X 103 IRAPUATO,0R20,AP06,,PZA,75,635.68,06/01/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP01,,KG,73,"10,509.98",06/01/2025
101969,STOCKINETTE NORMAL PRESENTACION 15 KG,0R20,AP08,,KG,61,"7,535.95",06/01/2025
212201M2,CONDIMENTO MRD AL AJO KEKEN MA&FB,0R20,AP03,,KG,61,"5,543.27",06/01/2025
212212M2,CONDIMENTO CARNE AL PASTOR KEKEN,0R20,AP03,,KG,56,"9,108.20",06/01/2025
212630M2,COLOR CARMIN 5 % LIQUIDO,0R20,AP07,,KG,56,"36,908.21",06/01/2025
101115,FONDO KATARO GPM-031F 38.0X28.5X13.0,0R20,AP02,,PZA,55,494.84,06/01/2025
101754,TAPA EXPO GPM KATARO 399X298X127 IRAP,0R20,AP02,,PZA,55,553.28,06/01/2025
100107,GPM 011FK-KRAFT MED.INT.41.8X30.7X12.6,0R20,AP06,,PZA,50,434.31,06/01/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP01,,KG,42,"2,572.83",06/01/2025
212152M2,CURE DOUBLE SALT,0R20,AP03,,KG,40,"2,149.58",06/01/2025
101620,ETIQUETA 40 X 40 BOPP IMPRESO UNA TINTA,0R20,AP03,,PZA,36,4.33,06/01/2025
10000268,BOLSA DE 30 X 90/150 NATURAL,0R20,AP01,,KG,33,"2,171.52",06/01/2025
10000264,BOLSA DE FUELLE 73X80+35/200 NAT,0R20,AP03,,KG,27,"1,526.35",06/01/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP01,,KG,27,"1,784.50",06/01/2025
100042,BOLSA PARA COMBO 160 X 40 X 2.40/400,0R20,AP01,,PZA,27,"1,711.92",06/01/2025
212633M2,GARDATECH NK 05,0R20,AP02,,KG,25,"3,009.44",06/01/2025
101534,GPM-KNT 39 FONDO 420 X 326 X 169,0R20,AP06,,PZA,25,308.81,06/01/2025
K26026210,BOLSA NEGRA P/BASURA 73+30X1.20/200,0R20,AP02,,KG,25,916.48,06/01/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP09,,PZA,24,97.12,06/01/2025
212529M2,PIMENTON DULCE 120 ASTAS HEAT,0R20,AP03,,KG,24,"2,979.82",06/01/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP03,,ROL,24,"3,176.76",06/01/2025
101171,ARPILLA 58X61 CM VERDE 40 KG JARETA,0R20,AP05,,PZA,22,163.90,06/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP09,,PZA,21,"2,916.90",06/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP01,,PZA,19,"2,709.61",06/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP02,,PZA,18,"2,567.31",06/01/2025
212631M2,HUMO LÍQUIDO POLY C10,0R20,AP08,,KG,17,"1,934.01",06/01/2025
212225M2,ACHIOTE P/MILANESA YUCATECA KEKEN GRIFFI,0R20,AP03,,KG,16,"2,054.69",06/01/2025
212128M2,MARINADOR PARRILLA GRILLED BACON #5044,0R20,AP03,,KG,15,"7,631.87",06/01/2025
100174,"PELICULA ESTIRABLE 18"" C-60 1200 PIES",0R20,AP05,,PZA,14,"1,070.96",06/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP03,,PZA,13,"1,873.87",06/01/2025
10000268,BOLSA DE 30 X 90/150 NATURAL,0R20,AP03,,KG,13,862.98,06/01/2025
212102M2,NARANJA AGRIA,0R20,AP03,,PZA,13,"2,337.65",06/01/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP02,,ROL,11,"1,484.11",06/01/2025
10000144,TAPA KRAFT SONORA,0R20,AP09,,PZA,10,88.66,06/01/2025
10000145,FONDO KRAFT SONORA,0R20,AP09,,PZA,10,90.16,06/01/2025
10000146,COMBOS DE SONORA,0R20,AP01,,PZA,9,"2,721.87",06/01/2025
100762,CINTA PAPEL 70MM C/REFUERZO IMP 1 TINTA,0R20,AP09,,ROL,8,"1,104.36",06/01/2025
100042,BOLSA PARA COMBO 160 X 40 X 2.40/400,0R20,AP05,,PZA,8,507.23,06/01/2025
212626M2,UNIDAD CHULETA AHUMADA KKN 001,0R20,AP07,,BOL,8,"25,188.24",06/01/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP01,,TS,6,831.52,06/01/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP02,,TS,6,821.08,06/01/2025
10000263,BOLSA DE 40 X 60/150 NATURAL,0R20,AP03,,KG,5,312.81,06/01/2025
212627M2,PEREJIL EN HOJUELA BX 2,0R20,AP03,,KG,5,"1,611.10",06/01/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP02,,ROL,4,"4,340.80",06/01/2025
212093M2,CONDIMENTO PARA HAMBURGUESA,0R20,AP03,,PZA,4,"4,838.88",06/01/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP02,,KG,4,605.25,06/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP09,,PZA,4,9.75,06/01/2025
212097M2,AJO DESIDRATADO GRANULAR FINO,0R20,AP03,,PZA,3,"24,899.17",06/01/2025
101475,ETIQUETA ROJA 38 X 400 MM IMPRESA,0R20,AP02,,ROL,3,"1,076.25",06/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP08,,PZA,3,7.31,06/01/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP03,,ROL,3,"2,940.83",06/01/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP09,,KG,3,427.67,06/01/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP05,,KG,3,393.79,06/01/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP01,,ROL,2,"2,257.10",06/01/2025
10000343,"PAPEL P/HAMBURG. 14 X 14 5 1/2"" CUADRADO",0R20,AP03,,CA,2,"13,291.46",06/01/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP03,,TS,1,218.88,06/01/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP09,,ROL,1,"1,433.47",06/01/2025
212094M2,MARINADOR MEZQUITE,0R20,AP03,,PZA,1,"5,856.78",06/01/2025
212594M2,HUMO LIQUIDO,0R20,AP03,,KG,1,133.53,06/01/2025
100748,BOLSA TERMOENCOGIBLE 14X20 TRANSPARENTE,0R20,AP03,,PZA,1,6.31,06/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP07,,PZA,1,2.44,06/01/2025
101905,HILO GRUESO (45) POLIESTER 54 HEBRAS,0R20,AP07,,CJ,1,"1,179.53",06/01/2025
10000265,BOLSA DE 60X90/300 B.D NATURAL,0R20,AP05,,KG,1,54.89,06/01/2025
10000264,BOLSA DE FUELLE 73X80+35/200 NAT,0R20,AP08,,KG,1,45.51,06/01/2025
101407,FLEJE BLANCO EAMMOSCA 5MM PP5047W230,0R20,AP05,,ROL,1,711.32,06/01/2025
212098M2,MARINADOR NATURAL,0R20,AP03,,PZA,0,445.50,06/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP08,,PZA,0,16.11,06/01/2025
212233M2,ADITIVO KKN ENHANCE SACO 25 KG,0R20,AP07,,BOL,0,883.16,06/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP05,,PZA,0,11.48,06/01/2025
100069,ETIQUETA P/CODICO DE BARRA COLOR BLANCO,0R20,AP07,,PZA,0,8.68,06/01/2025
100275,ADHESIVO TECNOMELT 808358 C/19 KGS,0R20,AP03,,KG,0,1.87,06/01/2025
10000284,ETIQUETA IMPRESA P/BOLSA,0R20,AP05,,TS,0,1.32,06/01/2025
100000,CANASTILLA GIGANTE MEDIANO,0R20,AP01,,PZA,"27,067","2,552,543.80",08/01/2025
100109,SEPARADOR REGULAR SHOLULDER 29.5 X 10,0R20,AP06,,PZA,"15,009","7,721.79",08/01/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP02,,PZA,"13,728","51,663.53",08/01/2025
101855,ETIQUETA ARRACHERA CERDO 150 X 80 MM,0R20,AP03,,PZA,"10,827","15,979.61",08/01/2025
101636,BOLSA STAND UP LEÑA 180X230+80,0R20,AP03,,PZA,"7,234","19,050.28",08/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP01,,PZA,"5,741","13,997.63",08/01/2025
10000301,BOLSA DE 25 X 40/125 NAT BAJA DENCIDAD,0R20,AP01,,PZA,"5,340","2,062.62",08/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP02,,PZA,"5,186","12,644.43",08/01/2025
100155,BANDA RAYADA DE CARTON CORRUGADO SIMBOLO,0R20,AP01,,PZA,"4,705","16,420.45",08/01/2025
101642,BOLSA STAND UP PASTOR 180X230+80,0R20,AP03,,PZA,"4,592","11,379.24",08/01/2025
101635,BOLSA STAND UP YUCATECA 180X230+80,0R20,AP03,,PZA,"4,353","10,729.79",08/01/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP01,,PZA,"3,869","59,449.74",08/01/2025
101656,BOLSA POUCHE FONDO NEGRO 7X12 ARRACHERA,0R20,AP03,,PZA,"3,547","6,412.55",08/01/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP03,,PZA,"3,545","14,345.62",08/01/2025
101637,BOLSA STANDUP FINASHIERBAS 180X230+80,0R20,AP03,,PZA,"3,290","7,722.66",08/01/2025
100112,SEPARADOR BELLY DE 52.5 X 25.5 CM,0R20,AP06,,PZA,"3,139","6,706.00",08/01/2025
10000145,FONDO KRAFT SONORA,0R20,AP01,,PZA,"2,743","24,729.67",08/01/2025
101638,BOLSA STAND UP ADOBO 180X230+80,0R20,AP03,,PZA,"2,451","6,321.09",08/01/2025
100054,PAÑOS DE 48 X 50/250 NAT R/S 6.25,0R20,AP01,,PZA,"2,256","1,851.04",08/01/2025
10000144,TAPA KRAFT SONORA,0R20,AP01,,PZA,"2,134","18,919.19",08/01/2025
101641,BOLSA SANTUP LONGANIZANATURAL 200X300+80,0R20,AP03,,PZA,"2,133","5,638.48",08/01/2025
101639,BOLSA SANTUP LONGANIZAAHUMADA 200X300+80,0R20,AP03,,PZA,"2,113","5,623.24",08/01/2025
101694,TAPA GPM-006T 1 TINTA BIOPAPEL,0R20,AP01,,PZA,"2,101","38,104.75",08/01/2025
101591,CHAROLA CARTON CORRUGADO P/MARINADO 6 KG,0R20,AP03,,PZA,"2,096","21,294.08",08/01/2025
101634,BOLSA STAND UP AJO 180X230+80,0R20,AP03,,PZA,"2,017","4,731.59",08/01/2025
100766,BOLSA STAND UP TOCINO 250X270+140,0R20,AP03,,PZA,"2,012","6,023.88",08/01/2025
101892,BOLSA TBG 12X17 CHUL AHUMADA,0R20,AP09,,PZA,"1,934","25,554.31",08/01/2025
100138,FONDO KNT-005F P/REGULAR BELLY,0R20,AP01,,PZA,"1,414","19,049.67",08/01/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP09,,PZA,"1,266","30,019.58",08/01/2025
101692,TAPA GPM-011T2 (N COLLAR) 1 TINTA,0R20,AP06,,PZA,"1,017","11,904.52",08/01/2025
101775,BOLSA Z5CR 11X19 CON IMPRESION ZUBEX,0R20,AP03,,PZA,"1,000","4,939.14",08/01/2025
101657,BOLSA TERMO S/IMPRE 11X16 SEALED AIR,0R20,AP01,,PZA,940,"3,803.92",08/01/2025
100980,BOLSA 10”X14” PCHBIO 250 ZUBEX,0R20,AP03,,PZA,931,"1,906.26",08/01/2025
101749,"BOLSA VACIO 8""X17"" C/IMP S/RECTO B2632",0R20,AP09,,PZA,784,"3,126.07",08/01/2025
100140,FONDO KNT-004F P/LOINS 56.8X42.4X11.1CM,0R20,AP06,,PZA,747,"7,808.65",08/01/2025
102004,Bolsa Vacio 13X18 JKK PACK CAL 50,0R20,AP03,,PZA,697,"2,623.07",08/01/2025
101751,BOLSA 1.20X60+18/180 NAT TIF 187,0R20,AP03,,PZA,565,"3,602.12",08/01/2025
101599,BOLSA TERMO 8X28 S/IMPRE SELLO CURVO,0R20,AP01,,PZA,429,"2,604.10",08/01/2025
100153,PAÑOS DE 75 X 90/150,0R20,AP01,,PZA,427,655.32,08/01/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP03,,PZA,365,"10,946.31",08/01/2025
212223M2,CONDIMENTO MILANESA S KEKEN,0R20,AP03,,KG,357,"40,029.24",08/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP03,,PZA,291,709.51,08/01/2025
100168,"BOLSA C/CUBREHUESO 16""X28"" (100968397)",0R20,AP01,,PZA,289,"7,480.32",08/01/2025
10000144,TAPA KRAFT SONORA,0R20,AP05,,PZA,278,"2,464.64",08/01/2025
10000145,FONDO KRAFT SONORA,0R20,AP05,,PZA,278,"2,506.32",08/01/2025
101760,TAPA EXPO HAN GPM 593X484X110 IRAPUATO,0R20,AP06,,PZA,275,"3,882.70",08/01/2025
100780,BOLSA STAND UP HAMBUR CERDO 250X270+140,0R20,AP03,,PZA,273,758.03,08/01/2025
101719,CHAROLA GPM CONTENEDORA 101023 MAQ,0R20,AP05,,PZA,268,"6,038.49",08/01/2025
101753,TAPA EXPORT KNT 443X338X167 IRAPUATO,0R20,AP06,,PZA,247,"3,811.22",08/01/2025
10000144,TAPA KRAFT SONORA,0R20,AP02,,PZA,247,"2,189.80",08/01/2025
10000145,FONDO KRAFT SONORA,0R20,AP02,,PZA,247,"2,226.84",08/01/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP02,,PZA,245,"3,764.59",08/01/2025
100086,PAÑO DE 50 X 70 /250 AZUL,0R20,AP07,,PZA,242,320.21,08/01/2025
100167,"BOLSA C/CUBREHUESO 11""X31"" (100278789)",0R20,AP01,,PZA,241,"5,714.63",08/01/2025
K29026357,SAL FINA PARA MESA,0R20,AP03,,KG,211,"3,292.30",08/01/2025
101699,BOLSA FUELLE POLIPAPEL 65+48X75 NAT,0R20,AP05,,PZA,187,455.94,08/01/2025
10000144,TAPA KRAFT SONORA,0R20,AP03,,PZA,167,"1,480.55",08/01/2025
10000145,FONDO KRAFT SONORA,0R20,AP03,,PZA,167,"1,505.60",08/01/2025
100763,BOLSA VACIO 14” X 21” C/IMP CAL.200,0R20,AP09,,PZA,155,999.06,08/01/2025
212429M2,CONSERVADOR CITRAL NISSIN,0R20,AP03,,KG,153,"35,048.50",08/01/2025
100055,PAÑOS DE 1.20 X 1.10/250 NAT R/S 6.25,0R20,AP01,,PZA,149,776.01,08/01/2025
100252,BOLSA P/EMPAQUE AL VACIO 14 x 23 S /IMP,0R20,AP01,,PZA,141,938.37,08/01/2025
K29026369,AGUA PURIFICADA RISCO,0R20,AP07,,PZA,126,"3,780.00",08/01/2025
100212,CAJA CARNE M.N. 15KGS KRAFT S32ECT,0R20,AP03,,PZA,116,"1,782.42",08/01/2025
